date,currency_from,currency_to,rate
2023-10-22,CAD,PLN,29.7886
2023-10-23,USD,PLN,3.9931
2023-10-23,EUR,PLN,4.3082
2023-10-23,GBP,PLN,4.9595
2023-10-23,JPY,PLN,0.0267
2023-10-23,CHF,PLN,4.4615
2023-10-23,CAD,PLN,3.0007
2023-10-24,USD,PLN,3.9613
2023-10-24,EUR,PLN,4.3633
2023-10-24,GBP,PLN,4.9456
2023-10-24,JPY,PLN,0.0275
2023-10-24,CHF,PLN,4.5145
2023-10-24,CAD,PLN,2.9492
2023-10-25,USD,PLN,4.037
2023-10-25,EUR,PLN,4.2173
2023-10-25,GBP,PLN,5.08
2023-10-25,JPY,PLN,0.0275
2023-10-25,CHF,PLN,4.4657
2023-10-25,CAD,PLN,3.0014
2023-10-26,USD,PLN,3.9364
2023-10-26,EUR,PLN,4.374
2023-10-26,GBP,PLN,4.9888
2023-10-26,JPY,PLN,0.0269
2023-10-26,CHF,PLN,4.5871
2023-10-26,CAD,PLN,2.9985
2023-10-27,USD,PLN,3.9503
2023-10-27,EUR,PLN,4.3645
2023-10-27,GBP,PLN,4.9124
2023-10-27,JPY,PLN,0.0265
2023-10-27,CHF,PLN,4.4734
2023-10-27,CAD,PLN,3.0365
2023-10-28,USD,PLN,4.0494
2023-10-28,EUR,PLN,4.3146
2023-10-28,GBP,PLN,5.0878
2023-10-28,JPY,PLN,0.0273
2023-10-28,CHF,PLN,4.4203
2023-10-28,CAD,PLN,2.9849
2023-10-29,USD,PLN,4.0798
2023-10-29,EUR,PLN,4.3435
2023-10-29,GBP,PLN,4.929
2023-10-29,JPY,PLN,0.027
2023-10-29,CHF,PLN,4.517
2023-10-29,CAD,PLN,3.0138
2023-10-30,USD,PLN,3.9732
2023-10-30,EUR,PLN,4.2773
2023-10-30,GBP,PLN,4.9682
2023-10-30,JPY,PLN,0.0266
2023-10-30,CHF,PLN,4.4953
2023-10-30,CAD,PLN,2.9967
2023-10-31,USD,PLN,4.0176
2023-10-31,EUR,PLN,43.6298
2023-10-31,GBP,PLN,0.5036
2023-10-31,JPY,PLN,0.027
2023-10-31,CHF,PLN,4.4785
2023-10-31,CAD,PLN,2.9464
2023-11-01,USD,PLN,3.9572
2023-11-01,EUR,PLN,4.3398
2023-11-01,GBP,PLN,5.0613
2023-11-01,JPY,PLN,0.0275
2023-11-01,CHF,PLN,45.511
2023-11-01,CAD,PLN,2.9798
2023-11-02,USD,PLN,3.9487
2023-11-02,EUR,PLN,4.2204
2023-11-02,GBP,PLN,4.9254
2023-11-02,JPY,PLN,0.0266
2023-11-02,CHF,PLN,4.5358
2023-11-02,CAD,PLN,3.0179
2023-11-03,USD,PLN,3.9426
2023-11-03,EUR,PLN,4.3615
2023-11-03,GBP,PLN,4.9718
2023-11-03,JPY,PLN,0.0266
2023-11-03,CHF,PLN,45.5806
2023-11-03,CAD,PLN,2.948
2023-11-04,USD,PLN,4.0071
2023-11-04,EUR,PLN,4.3647
2023-11-04,GBP,PLN,4.91
2023-11-04,JPY,PLN,0.0268
2023-11-04,CHF,PLN,4.4545
2023-11-04,CAD,PLN,2.94
2023-11-05,USD,PLN,3.9903
2023-11-05,EUR,PLN,4.2378
2023-11-05,GBP,PLN,4.9198
2023-11-05,JPY,PLN,0.0272
2023-11-05,CHF,PLN,4.5116
2023-11-05,CAD,PLN,2.9637
2023-11-06,USD,PLN,4.0377
2023-11-06,EUR,PLN,4.2318
2023-11-06,GBP,PLN,4.9263
2023-11-06,JPY,PLN,0.0272
2023-11-06,CHF,PLN,4.4217
2023-11-06,CAD,PLN,3.0218
2023-11-07,USD,PLN,4.0094
2023-11-07,EUR,PLN,4.2586
2023-11-07,GBP,PLN,5.0224
2023-11-07,JPY,PLN,0.0269
2023-11-07,CHF,PLN,4.5213
2023-11-07,CAD,PLN,3.0204
2023-11-08,USD,PLN,4.0336
2023-11-08,EUR,PLN,4.2517
2023-11-08,GBP,PLN,5.0323
2023-11-08,JPY,PLN,0.0266
2023-11-08,CHF,PLN,4.4876
2023-11-08,CAD,PLN,3.0251
2023-11-09,USD,PLN,3.9463
2023-11-09,EUR,PLN,4.3782
2023-11-09,GBP,PLN,4.9958
2023-11-09,JPY,PLN,0.027
2023-11-09,CHF,PLN,4.5578
2023-11-09,CAD,PLN,2.9998
2023-11-10,USD,PLN,4.029
2023-11-10,EUR,PLN,4.296
2023-11-10,GBP,PLN,5.0187
2023-11-10,JPY,PLN,0.0267
2023-11-10,CHF,PLN,4.4707
2023-11-10,CAD,PLN,2.9622
2023-11-11,USD,PLN,3.9299
2023-11-11,EUR,PLN,4.3276
2023-11-11,GBP,PLN,4.9915
2023-11-11,JPY,PLN,0.0269
2023-11-11,CHF,PLN,4.5707
2023-11-11,CAD,PLN,2.9928
2023-11-12,USD,PLN,4.0459
2023-11-12,EUR,PLN,4.2464
2023-11-12,GBP,PLN,4.9743
2023-11-12,JPY,PLN,0.0271
2023-11-12,CHF,PLN,4.4448
2023-11-12,CAD,PLN,3.0086
2023-11-13,USD,PLN,4.0788
2023-11-13,EUR,PLN,4.2791
2023-11-13,GBP,PLN,4.9662
2023-11-13,JPY,PLN,0.0275
2023-11-13,CHF,PLN,4.4577
2023-11-13,CAD,PLN,2.9751
2023-11-14,USD,PLN,4.0465
2023-11-14,EUR,PLN,4.2461
2023-11-14,GBP,PLN,5.0621
2023-11-14,JPY,PLN,0.0273
2023-11-14,CHF,PLN,4.5547
2023-11-14,CAD,PLN,2.9438
2023-11-15,USD,PLN,4.0476
2023-11-15,EUR,PLN,4.275
2023-11-15,GBP,PLN,5.016
2023-11-15,JPY,PLN,0.0268
2023-11-15,CHF,PLN,4.5346
2023-11-15,CAD,PLN,3.0458
2023-11-16,USD,PLN,4.0246
2023-11-16,EUR,PLN,4.3463
2023-11-16,GBP,PLN,5.0508
2023-11-16,JPY,PLN,0.0265
2023-11-16,CHF,PLN,4.4276
2023-11-16,CAD,PLN,3.0445
2023-11-17,USD,PLN,4.0039
2023-11-17,EUR,PLN,4.2523
2023-11-17,GBP,PLN,4.9727
2023-11-17,JPY,PLN,0.0271
2023-11-17,CHF,PLN,4.4624
2023-11-17,CAD,PLN,3.0541
2023-11-18,USD,PLN,3.9767
2023-11-18,EUR,PLN,4.3554
2023-11-18,GBP,PLN,5.0439
2023-11-18,JPY,PLN,0.0266
2023-11-18,CHF,PLN,4.5511
2023-11-18,CAD,PLN,3.0584
2023-11-19,USD,PLN,3.9856
2023-11-19,EUR,PLN,4.363
2023-11-19,GBP,PLN,4.9344
2023-11-19,JPY,PLN,0.0269
2023-11-19,CHF,PLN,4.5523
2023-11-19,CAD,PLN,3.0522
2023-11-20,USD,PLN,4.0526
2023-11-20,EUR,PLN,4.2449
2023-11-20,GBP,PLN,4.9537
2023-11-20,JPY,PLN,0.0267
2023-11-20,CHF,PLN,4.4329
2023-11-20,CAD,PLN,3.007
2023-11-21,USD,PLN,4.0036
2023-11-21,EUR,PLN,4.297
2023-11-21,GBP,PLN,4.903
2023-11-21,JPY,PLN,0.0268
2023-11-21,CHF,PLN,4.4502
2023-11-21,CAD,PLN,3.0004
2023-11-22,USD,PLN,3.9886
2023-11-22,EUR,PLN,4.3166
2023-11-22,GBP,PLN,4.9954
2023-11-22,JPY,PLN,0.0267
2023-11-22,CHF,PLN,4.4502
2023-11-22,CAD,PLN,2.9636
2023-11-23,USD,PLN,4.0693
2023-11-23,EUR,PLN,4.2643
2023-11-23,GBP,PLN,4.9618
2023-11-23,JPY,PLN,0.0265
2023-11-23,CHF,PLN,4.4536
2023-11-23,CAD,PLN,3.0367
2023-11-24,USD,PLN,3.9793
2023-11-24,EUR,PLN,4.2517
2023-11-24,GBP,PLN,5.0139
2023-11-24,JPY,PLN,0.0268
2023-11-24,CHF,PLN,4.5157
2023-11-24,CAD,PLN,3.0598
2023-11-25,USD,PLN,4.0159
2023-11-25,EUR,PLN,4.3245
2023-11-25,GBP,PLN,5.0117
2023-11-25,JPY,PLN,0.0273
2023-11-25,CHF,PLN,4.5872
2023-11-25,CAD,PLN,3.0088
2023-11-26,USD,PLN,4.0765
2023-11-26,EUR,PLN,4.2368
2023-11-26,GBP,PLN,4.9847
2023-11-26,JPY,PLN,0.0273
2023-11-26,CHF,PLN,4.5488
2023-11-26,CAD,PLN,3.05
2023-11-27,USD,PLN,4.0019
2023-11-27,EUR,PLN,4.341
2023-11-27,GBP,PLN,5.0969
2023-11-27,JPY,PLN,0.027
2023-11-27,CHF,PLN,4.4852
2023-11-27,CAD,PLN,2.9897
2023-11-28,USD,PLN,3.9449
2023-11-28,EUR,PLN,4.2279
2023-11-28,GBP,PLN,5.0467
2023-11-28,JPY,PLN,0.0272
2023-11-28,CHF,PLN,4.4799
2023-11-28,CAD,PLN,3.0143
2023-11-29,USD,PLN,3.9793
2023-11-29,EUR,PLN,4.2184
2023-11-29,GBP,PLN,5.0031
2023-11-29,JPY,PLN,0.0269
2023-11-29,CHF,PLN,4.5156
2023-11-29,CAD,PLN,2.9819
2023-11-30,USD,PLN,4.0346
2023-11-30,EUR,PLN,4.27
2023-11-30,GBP,PLN,5.0392
2023-11-30,JPY,PLN,0.0271
2023-11-30,CHF,PLN,4.4153
2023-11-30,CAD,PLN,2.9454
2023-12-01,USD,PLN,4.0127
2023-12-01,EUR,PLN,4.3824
2023-12-01,GBP,PLN,5.0498
2023-12-01,JPY,PLN,0.0265
2023-12-01,CHF,PLN,4.415
2023-12-01,CAD,PLN,3.0438
2023-12-02,USD,PLN,4.0472
2023-12-02,EUR,PLN,4.3648
2023-12-02,GBP,PLN,5.0723
2023-12-02,JPY,PLN,0.0269
2023-12-02,CHF,PLN,4.5092
2023-12-02,CAD,PLN,3.0438
2023-12-03,USD,PLN,4.0262
2023-12-03,EUR,PLN,4.2163
2023-12-03,GBP,PLN,5.0457
2023-12-03,JPY,PLN,0.0272
2023-12-03,CHF,PLN,4.5635
2023-12-03,CAD,PLN,3.0541
2023-12-04,USD,PLN,3.9894
2023-12-04,EUR,PLN,4.3588
2023-12-04,GBP,PLN,5.0229
2023-12-04,JPY,PLN,0.027
2023-12-04,CHF,PLN,4.5848
2023-12-04,CAD,PLN,3.0259
2023-12-05,USD,PLN,4.06
2023-12-05,EUR,PLN,4.3646
2023-12-05,GBP,PLN,5.012
2023-12-05,JPY,PLN,0.0266
2023-12-05,CHF,PLN,4.5759
2023-12-05,CAD,PLN,3.0569
2023-12-06,USD,PLN,3.9248
2023-12-06,EUR,PLN,4.2355
2023-12-06,GBP,PLN,4.968
2023-12-06,JPY,PLN,0.0265
2023-12-06,CHF,PLN,4.5547
2023-12-06,CAD,PLN,29.687
2023-12-07,USD,PLN,3.9864
2023-12-07,EUR,PLN,4.289
2023-12-07,GBP,PLN,4.9404
2023-12-07,JPY,PLN,0.0266
2023-12-07,CHF,PLN,4.5001
2023-12-07,CAD,PLN,3.0567
2023-12-08,USD,PLN,3.9319
2023-12-08,EUR,PLN,4.374
2023-12-08,GBP,PLN,4.984
2023-12-08,JPY,PLN,0.027
2023-12-08,CHF,PLN,4.5128
2023-12-08,CAD,PLN,2.9814
2023-12-09,USD,PLN,4.0678
2023-12-09,EUR,PLN,4.2788
2023-12-09,GBP,PLN,0.5061
2023-12-09,JPY,PLN,0.027
2023-12-09,CHF,PLN,4.4894
2023-12-09,CAD,PLN,2.99
2023-12-10,USD,PLN,3.9284
2023-12-10,EUR,PLN,4.3299
2023-12-10,GBP,PLN,5.0895
2023-12-10,JPY,PLN,0.0275
2023-12-10,CHF,PLN,4.5817
2023-12-10,CAD,PLN,3.022
2023-12-11,USD,PLN,3.929
2023-12-11,EUR,PLN,4.3223
2023-12-11,GBP,PLN,5.071
2023-12-11,JPY,PLN,0.0272
2023-12-11,CHF,PLN,4.4745
2023-12-11,CAD,PLN,2.9768
2023-12-12,USD,PLN,3.9677
2023-12-12,EUR,PLN,4.2817
2023-12-12,GBP,PLN,4.9201
2023-12-12,JPY,PLN,0.0274
2023-12-12,CHF,PLN,4.5232
2023-12-12,CAD,PLN,3.0088
2023-12-13,USD,PLN,4.021
2023-12-13,EUR,PLN,4.2947
2023-12-13,GBP,PLN,4.9802
2023-12-13,JPY,PLN,0.0274
2023-12-13,CHF,PLN,4.4872
2023-12-13,CAD,PLN,3.0175
2023-12-14,USD,PLN,3.9479
2023-12-14,EUR,PLN,4.3477
2023-12-14,GBP,PLN,4.9097
2023-12-14,JPY,PLN,0.0272
2023-12-14,CHF,PLN,4.5803
2023-12-14,CAD,PLN,2.954
2023-12-15,USD,PLN,3.9941
2023-12-15,EUR,PLN,4.2284
2023-12-15,GBP,PLN,5.024
2023-12-15,JPY,PLN,0.0271
2023-12-15,CHF,PLN,4.44
2023-12-15,CAD,PLN,3.0011
2023-12-16,USD,PLN,3.9816
2023-12-16,EUR,PLN,4.329
2023-12-16,GBP,PLN,50.5715
2023-12-16,JPY,PLN,0.0265
2023-12-16,CHF,PLN,4.5245
2023-12-16,CAD,PLN,3.0564
2023-12-17,USD,PLN,4.0297
2023-12-17,EUR,PLN,4.2928
2023-12-17,GBP,PLN,4.9696
2023-12-17,JPY,PLN,0.0271
2023-12-17,CHF,PLN,4.5111
2023-12-17,CAD,PLN,2.9882
2023-12-18,USD,PLN,3.9393
2023-12-18,EUR,PLN,4.3469
2023-12-18,GBP,PLN,5.0086
2023-12-18,JPY,PLN,0.0272
2023-12-18,CHF,PLN,4.4148
2023-12-18,CAD,PLN,29.5985
2023-12-19,USD,PLN,3.9305
2023-12-19,EUR,PLN,4.3146
2023-12-19,GBP,PLN,5.0364
2023-12-19,JPY,PLN,0.0271
2023-12-19,CHF,PLN,4.4592
2023-12-19,CAD,PLN,3.0303
2023-12-20,USD,PLN,3.9659
2023-12-20,EUR,PLN,4.3126
2023-12-20,GBP,PLN,4.9483
2023-12-20,JPY,PLN,0.0267
2023-12-20,CHF,PLN,4.4721
2023-12-20,CAD,PLN,2.9408
2023-12-21,USD,PLN,4.0717
2023-12-21,EUR,PLN,4.3769
2023-12-21,GBP,PLN,4.9246
2023-12-21,JPY,PLN,0.0269
2023-12-21,CHF,PLN,4.5021
2023-12-21,CAD,PLN,3.0512
2023-12-22,USD,PLN,4.0638
2023-12-22,EUR,PLN,4.3276
2023-12-22,GBP,PLN,5.038
2023-12-22,JPY,PLN,0.0273
2023-12-22,CHF,PLN,4.4188
2023-12-22,CAD,PLN,3.0204
2023-12-23,USD,PLN,4.0179
2023-12-23,EUR,PLN,4.3079
2023-12-23,GBP,PLN,4.9941
2023-12-23,JPY,PLN,0.0271
2023-12-23,CHF,PLN,0.4535
2023-12-23,CAD,PLN,3.0267
2023-12-24,USD,PLN,4.0728
2023-12-24,EUR,PLN,4.3487
2023-12-24,GBP,PLN,4.9153
2023-12-24,JPY,PLN,0.0271
2023-12-24,CHF,PLN,4.4429
2023-12-24,CAD,PLN,0.2961
2023-12-25,USD,PLN,4.0004
2023-12-25,EUR,PLN,4.3246
2023-12-25,GBP,PLN,5.0803
2023-12-25,JPY,PLN,0.0268
2023-12-25,CHF,PLN,4.5843
2023-12-25,CAD,PLN,2.9662
2023-12-26,USD,PLN,3.9926
2023-12-26,EUR,PLN,4.236
2023-12-26,GBP,PLN,5.0836
2023-12-26,JPY,PLN,0.0265
2023-12-26,CHF,PLN,4.4823
2023-12-26,CAD,PLN,3.0332
2023-12-27,USD,PLN,3.9401
2023-12-27,EUR,PLN,4.3112
2023-12-27,GBP,PLN,4.9683
2023-12-27,JPY,PLN,0.0275
2023-12-27,CHF,PLN,4.5739
2023-12-27,CAD,PLN,2.9976
2023-12-28,USD,PLN,4.0597
2023-12-28,EUR,PLN,4.3499
2023-12-28,GBP,PLN,5.091
2023-12-28,JPY,PLN,0.027
2023-12-28,CHF,PLN,4.4157
2023-12-28,CAD,PLN,2.9722
2023-12-29,USD,PLN,3.9902
2023-12-29,EUR,PLN,4.2331
2023-12-29,GBP,PLN,4.9542
2023-12-29,JPY,PLN,0.0274
2023-12-29,CHF,PLN,4.4414
2023-12-29,CAD,PLN,3.0239
2023-12-30,USD,PLN,3.9736
2023-12-30,EUR,PLN,4.2467
2023-12-30,GBP,PLN,5.0325
2023-12-30,JPY,PLN,0.0266
2023-12-30,CHF,PLN,4.5042
2023-12-30,CAD,PLN,2.9456
2023-12-31,USD,PLN,3.931
2023-12-31,EUR,PLN,4.2494
2023-12-31,GBP,PLN,4.9216
2023-12-31,JPY,PLN,0.0273
2023-12-31,CHF,PLN,4.4686
2023-12-31,CAD,PLN,2.9401
2024-01-01,USD,PLN,4.0516
2024-01-01,EUR,PLN,4.2515
2024-01-01,GBP,PLN,4.9816
2024-01-01,JPY,PLN,0.027
2024-01-01,CHF,PLN,44.423
2024-01-01,CAD,PLN,3.0084
2024-01-02,USD,PLN,4.0749
2024-01-02,EUR,PLN,4.3282
2024-01-02,GBP,PLN,4.9131
2024-01-02,JPY,PLN,0.0268
2024-01-02,CHF,PLN,4.5512
2024-01-02,CAD,PLN,30.158
2024-01-03,USD,PLN,4.057
2024-01-03,EUR,PLN,4.3502
2024-01-03,GBP,PLN,50.1064
2024-01-03,JPY,PLN,0.0274
2024-01-03,CHF,PLN,4.4766
2024-01-03,CAD,PLN,2.9827
2024-01-04,USD,PLN,4.0705
2024-01-04,EUR,PLN,4.2613
2024-01-04,GBP,PLN,5.0994
2024-01-04,JPY,PLN,0.0267
2024-01-04,CHF,PLN,4.5054
2024-01-04,CAD,PLN,3.0354
2024-01-05,USD,PLN,3.9507
2024-01-05,EUR,PLN,4.3731
2024-01-05,GBP,PLN,5.0503
2024-01-05,JPY,PLN,0.027
2024-01-05,CHF,PLN,4.4348
2024-01-05,CAD,PLN,3.0157
2024-01-06,USD,PLN,3.9653
2024-01-06,EUR,PLN,4.2936
2024-01-06,GBP,PLN,4.964
2024-01-06,JPY,PLN,0.0273
2024-01-06,CHF,PLN,4.4845
2024-01-06,CAD,PLN,3.0395
2024-01-07,USD,PLN,4.0759
2024-01-07,EUR,PLN,4.3752
2024-01-07,GBP,PLN,4.9808
2024-01-07,JPY,PLN,0.0271
2024-01-07,CHF,PLN,4.5806
2024-01-07,CAD,PLN,3.0498
2024-01-08,USD,PLN,3.9702
2024-01-08,EUR,PLN,4.2954
2024-01-08,GBP,PLN,4.9387
2024-01-08,JPY,PLN,0.0265
2024-01-08,CHF,PLN,4.4619
2024-01-08,CAD,PLN,3.0145
2024-01-09,USD,PLN,4.0613
2024-01-09,EUR,PLN,4.2734
2024-01-09,GBP,PLN,0.508
2024-01-09,JPY,PLN,0.0272
2024-01-09,CHF,PLN,4.5724
2024-01-09,CAD,PLN,3.0449
2024-01-10,USD,PLN,3.9477
2024-01-10,EUR,PLN,4.2453
2024-01-10,GBP,PLN,5.0388
2024-01-10,JPY,PLN,0.0269
2024-01-10,CHF,PLN,4.5257
2024-01-10,CAD,PLN,3.0189
2024-01-11,USD,PLN,4.0152
2024-01-11,EUR,PLN,4.3821
2024-01-11,GBP,PLN,4.9296
2024-01-11,JPY,PLN,0.2742
2024-01-11,CHF,PLN,4.5642
2024-01-11,CAD,PLN,3.0133
2024-01-12,USD,PLN,4.0644
2024-01-12,EUR,PLN,4.237
2024-01-12,GBP,PLN,0.4992
2024-01-12,JPY,PLN,0.0268
2024-01-12,CHF,PLN,4.475
2024-01-12,CAD,PLN,0.3017
2024-01-13,USD,PLN,4.0262
2024-01-13,EUR,PLN,4.3466
2024-01-13,GBP,PLN,4.9264
2024-01-13,JPY,PLN,0.0269
2024-01-13,CHF,PLN,0.455
2024-01-13,CAD,PLN,2.9812
2024-01-14,USD,PLN,39.4321
2024-01-14,EUR,PLN,4.2842
2024-01-14,GBP,PLN,4.9509
2024-01-14,JPY,PLN,0.0274
2024-01-14,CHF,PLN,4.5414
2024-01-14,CAD,PLN,2.9881
2024-01-15,USD,PLN,4.0491
2024-01-15,EUR,PLN,4.2627
2024-01-15,GBP,PLN,5.078
2024-01-15,JPY,PLN,0.027
2024-01-15,CHF,PLN,4.569
2024-01-15,CAD,PLN,3.0137
2024-01-16,USD,PLN,4.0683
2024-01-16,EUR,PLN,4.3032
2024-01-16,GBP,PLN,4.9159
2024-01-16,JPY,PLN,0.027
2024-01-16,CHF,PLN,4.5483
2024-01-16,CAD,PLN,30.1702
2024-01-17,USD,PLN,4.0263
2024-01-17,EUR,PLN,4.3549
2024-01-17,GBP,PLN,5.085
2024-01-17,JPY,PLN,0.0268
2024-01-17,CHF,PLN,4.5043
2024-01-17,CAD,PLN,3.0542
2024-01-18,USD,PLN,0.3925
2024-01-18,EUR,PLN,4.3333
2024-01-18,GBP,PLN,5.0972
2024-01-18,JPY,PLN,0.0265
2024-01-18,CHF,PLN,45.2645
2024-01-18,CAD,PLN,2.9907
2024-01-19,USD,PLN,3.942
2024-01-19,EUR,PLN,4.381
2024-01-19,GBP,PLN,5.0387
2024-01-19,JPY,PLN,0.0266
2024-01-19,CHF,PLN,4.5305
2024-01-19,CAD,PLN,3.0243
2024-01-20,USD,PLN,4.0799
2024-01-20,EUR,PLN,4.2825
2024-01-20,GBP,PLN,4.9727
2024-01-20,JPY,PLN,0.0265
2024-01-20,CHF,PLN,4.4274
2024-01-20,CAD,PLN,3.0296
2024-01-21,USD,PLN,3.9278
2024-01-21,EUR,PLN,4.3094
2024-01-21,GBP,PLN,5.045
2024-01-21,JPY,PLN,0.0273
2024-01-21,CHF,PLN,4.5081
2024-01-21,CAD,PLN,2.9759
2024-01-22,USD,PLN,3.9882
2024-01-22,EUR,PLN,4.2383
2024-01-22,GBP,PLN,4.9
2024-01-22,JPY,PLN,0.0027
2024-01-22,CHF,PLN,4.4562
2024-01-22,CAD,PLN,2.9956
2024-01-23,USD,PLN,4.0123
2024-01-23,EUR,PLN,4.295
2024-01-23,GBP,PLN,0.5023
2024-01-23,JPY,PLN,0.027
2024-01-23,CHF,PLN,4.4243
2024-01-23,CAD,PLN,2.945
2024-01-24,USD,PLN,4.0352
2024-01-24,EUR,PLN,4.218
2024-01-24,GBP,PLN,4.9418
2024-01-24,JPY,PLN,0.0267
2024-01-24,CHF,PLN,4.4138
2024-01-24,CAD,PLN,2.979
2024-01-25,USD,PLN,3.9526
2024-01-25,EUR,PLN,4.3183
2024-01-25,GBP,PLN,5.0357
2024-01-25,JPY,PLN,0.027
2024-01-25,CHF,PLN,4.4636
2024-01-25,CAD,PLN,3.0249
2024-01-26,USD,PLN,4.0252
2024-01-26,EUR,PLN,0.4273
2024-01-26,GBP,PLN,5.0232
2024-01-26,JPY,PLN,0.0268
2024-01-26,CHF,PLN,4.5797
2024-01-26,CAD,PLN,2.9455
2024-01-27,USD,PLN,3.9308
2024-01-27,EUR,PLN,4.3233
2024-01-27,GBP,PLN,5.0193
2024-01-27,JPY,PLN,0.0268
2024-01-27,CHF,PLN,4.4457
2024-01-27,CAD,PLN,2.9496
2024-01-28,USD,PLN,4.0196
2024-01-28,EUR,PLN,4.2273
2024-01-28,GBP,PLN,4.9349
2024-01-28,JPY,PLN,0.0272
2024-01-28,CHF,PLN,4.5172
2024-01-28,CAD,PLN,3.0176
2024-01-29,USD,PLN,3.9994
2024-01-29,EUR,PLN,4.3378
2024-01-29,GBP,PLN,5.0612
2024-01-29,JPY,PLN,0.0265
2024-01-29,CHF,PLN,4.5792
2024-01-29,CAD,PLN,30.5188
2024-01-30,USD,PLN,4.067
2024-01-30,EUR,PLN,4.2971
2024-01-30,GBP,PLN,5.0397
2024-01-30,JPY,PLN,0.0273
2024-01-30,CHF,PLN,4.5226
2024-01-30,CAD,PLN,3.0295
2024-01-31,USD,PLN,4.0318
2024-01-31,EUR,PLN,4.2956
2024-01-31,GBP,PLN,4.9548
2024-01-31,JPY,PLN,0.0027
2024-01-31,CHF,PLN,4.5027
2024-01-31,CAD,PLN,3.0405
2024-02-01,USD,PLN,3.9537
2024-02-01,EUR,PLN,4.3306
2024-02-01,GBP,PLN,5.0206
2024-02-01,JPY,PLN,0.0267
2024-02-01,CHF,PLN,4.4345
2024-02-01,CAD,PLN,3.0502
2024-02-02,USD,PLN,0.3924
2024-02-02,EUR,PLN,4.2737
2024-02-02,GBP,PLN,4.9346
2024-02-02,JPY,PLN,0.2664
2024-02-02,CHF,PLN,4.5533
2024-02-02,CAD,PLN,2.9451
2024-02-03,USD,PLN,39.284
2024-02-03,EUR,PLN,4.3518
2024-02-03,GBP,PLN,4.9636
2024-02-03,JPY,PLN,0.0268
2024-02-03,CHF,PLN,4.4436
2024-02-03,CAD,PLN,3.0273
2024-02-04,USD,PLN,4.0508
2024-02-04,EUR,PLN,4.3612
2024-02-04,GBP,PLN,4.9049
2024-02-04,JPY,PLN,0.0266
2024-02-04,CHF,PLN,4.4279
2024-02-04,CAD,PLN,2.9774
2024-02-05,USD,PLN,3.9317
2024-02-05,EUR,PLN,4.3856
2024-02-05,GBP,PLN,4.9962
2024-02-05,JPY,PLN,0.0274
2024-02-05,CHF,PLN,4.4844
2024-02-05,CAD,PLN,2.9487
2024-02-06,USD,PLN,3.9343
2024-02-06,EUR,PLN,4.3646
2024-02-06,GBP,PLN,5.0525
2024-02-06,JPY,PLN,0.0272
2024-02-06,CHF,PLN,4.53
2024-02-06,CAD,PLN,3.0401
2024-02-07,USD,PLN,3.9392
2024-02-07,EUR,PLN,4.2549
2024-02-07,GBP,PLN,4.9884
2024-02-07,JPY,PLN,0.0274
2024-02-07,CHF,PLN,4.5122
2024-02-07,CAD,PLN,2.9408
2024-02-08,USD,PLN,39.631
2024-02-08,EUR,PLN,4.23
2024-02-08,GBP,PLN,5.0324
2024-02-08,JPY,PLN,0.2709
2024-02-08,CHF,PLN,4.5663
2024-02-08,CAD,PLN,3.0193
2024-02-09,USD,PLN,4.0473
2024-02-09,EUR,PLN,0.4353
2024-02-09,GBP,PLN,4.9604
2024-02-09,JPY,PLN,0.0266
2024-02-09,CHF,PLN,4.4562
2024-02-09,CAD,PLN,2.9765
2024-02-10,USD,PLN,4.0326
2024-02-10,EUR,PLN,4.3685
2024-02-10,GBP,PLN,4.9474
2024-02-10,JPY,PLN,0.0275
2024-02-10,CHF,PLN,4.4231
2024-02-10,CAD,PLN,2.9726
2024-02-11,USD,PLN,3.9374
2024-02-11,EUR,PLN,4.2522
2024-02-11,GBP,PLN,5.0524
2024-02-11,JPY,PLN,0.0268
2024-02-11,CHF,PLN,4.4544
2024-02-11,CAD,PLN,2.94
2024-02-12,USD,PLN,4.0681
2024-02-12,EUR,PLN,4.3219
2024-02-12,GBP,PLN,5.058
2024-02-12,JPY,PLN,0.0269
2024-02-12,CHF,PLN,4.5071
2024-02-12,CAD,PLN,2.9805
2024-02-13,USD,PLN,4.065
2024-02-13,EUR,PLN,4.2923
2024-02-13,GBP,PLN,0.4953
2024-02-13,JPY,PLN,0.0268
2024-02-13,CHF,PLN,4.4904
2024-02-13,CAD,PLN,0.2999
2024-02-14,USD,PLN,3.9441
2024-02-14,EUR,PLN,4.3427
2024-02-14,GBP,PLN,5.0059
2024-02-14,JPY,PLN,0.0274
2024-02-14,CHF,PLN,4.5452
2024-02-14,CAD,PLN,3.0392
2024-02-15,USD,PLN,4.0638
2024-02-15,EUR,PLN,4.355
2024-02-15,GBP,PLN,4.9766
2024-02-15,JPY,PLN,0.027
2024-02-15,CHF,PLN,4.4951
2024-02-15,CAD,PLN,3.0151
2024-02-16,USD,PLN,3.9976
2024-02-16,EUR,PLN,4.2862
2024-02-16,GBP,PLN,5.001
2024-02-16,JPY,PLN,0.0266
2024-02-16,CHF,PLN,4.4991
2024-02-16,CAD,PLN,3.0598
2024-02-17,USD,PLN,4.0097
2024-02-17,EUR,PLN,4.3042
2024-02-17,GBP,PLN,5.0554
2024-02-17,JPY,PLN,0.0271
2024-02-17,CHF,PLN,4.4625
2024-02-17,CAD,PLN,3.0015
